"_id","type","name","surname","address","date","description","photo","sourceName","sourceLink","lngLat","job","photoCredits"
187,"partisan","Franca","Bellezza Fontana","Corso Principe Oddone 31","(1922-non pervenuta)",,,"istoreto","http://intranet.istoreto.it/partigianato/woman-dettaglio.asp?id=7754.html","[7.671619499999999,45.08168260000001]",,
188,"partisan","Margherita","Bellino Rocci","Via Villafranca 76","(1906-non pervenuta)",,,"istoreto","http://intranet.istoreto.it/partigianato/woman-dettaglio.asp?id=7860.html","[7.4993988,44.8188752]",,
189,"partisan","Rosa","Bello","Via Madama Cristina 89","(non pervenuta-non pervenuta)",,,"istoreto","http://intranet.istoreto.it/partigianato/woman-dettaglio.asp?id=7898.html","[7.6780233,45.0503346]",,
190,"partisan","Maria","Bellone","Via Mercanti 2","(1897-non pervenuta)",,,"istoreto","http://intranet.istoreto.it/partigianato/woman-dettaglio.asp?id=7949.html","[7.6813697,45.072307]",,
191,"partisan","Antonia","Bellone Giovara","Piazza Statuto 4","(1899-non pervenuta)",,,"istoreto","http://intranet.istoreto.it/partigianato/woman-dettaglio.asp?id=7959.html","[7.672599,45.0758984]",,
192,"partisan","Barbara","Beltramo","Corso Casale 312","(1901-non pervenuta)",,,"istoreto","http://intranet.istoreto.it/partigianato/woman-dettaglio.asp?id=8094.html","[7.7320633,45.0791349]",,
193,"partisan","Pina","Beltramone","Via Vignone 13","(1925-non pervenuta)",,,"istoreto","http://intranet.istoreto.it/partigianato/woman-dettaglio.asp?id=8152.html","[7.663484599999999,45.0798382]",,
194,"partisan","Lucia","Beltrando","Via Garibaldi 31","(1902-non pervenuta)",,,"istoreto","http://intranet.istoreto.it/partigianato/woman-dettaglio.asp?id=8163.html","[7.6786096,45.0734319]",,
195,"partisan","Irma","Benedetto","Via Fontanesi 23","(1922-non pervenuta)",,,"istoreto","http://intranet.istoreto.it/partigianato/woman-dettaglio.asp?id=8285.html","[7.7077854,45.0726945]",,
196,"partisan","Renza","Benedetto","Corso Francia 100","(1922-non pervenuta)",,,"istoreto","http://intranet.istoreto.it/partigianato/woman-dettaglio.asp?id=8300.html","[7.650180000000001,45.07591]",,
197,"partisan","Nelia","Benissone","Corso Grosseto","(1915-non pervenuta)",,,"istoreto","http://intranet.istoreto.it/partigianato/woman-dettaglio.asp?id=8357.html","[7.666550399999999,45.1051487]",,
198,"partisan","Dema","Benna","Via San Donato 38","(1906-non pervenuta)",,,"istoreto","http://intranet.istoreto.it/partigianato/woman-dettaglio.asp?id=8365.html","[7.6653507,45.0801063]",,
199,"partisan","Ornella","Berardelli","Via C. Colombo 3","(1916-non pervenuta)",,,"istoreto","http://intranet.istoreto.it/partigianato/woman-dettaglio.asp?id=8504.html","[7.6666397,45.0555578]",,
200,"partisan","Maria","Bercetti","Corso Casale 375","(1926-non pervenuta)",,,"istoreto","http://intranet.istoreto.it/partigianato/woman-dettaglio.asp?id=8571.html","[7.733219799999999,45.0858296]",,
201,"partisan","Margherita","Berciatti","Via Bardonecchia","(1905-non pervenuta)",,,"istoreto","http://intranet.istoreto.it/partigianato/woman-dettaglio.asp?id=8576.html","[7.6355967,45.0723174]",,
202,"partisan","Luciana","Bergallo","Corso Casale 297","(1927-non pervenuta)",,,"istoreto","http://intranet.istoreto.it/partigianato/woman-dettaglio.asp?id=8624.html","[7.7319722,45.0773229]",,
203,"partisan","Regina","Bergallo","Via Lucento 8","(1918-non pervenuta)",,,"istoreto","http://intranet.istoreto.it/partigianato/woman-dettaglio.asp?id=8625.html","[7.654679499999999,45.1021407]",,
204,"partisan","Emma","Bergamaschi","Via Caluso 7","(1923-non pervenuta)",,,"istoreto","http://intranet.istoreto.it/partigianato/woman-dettaglio.asp?id=8628.html","[7.664071000000001,45.1061156]",,
205,"partisan","Agnese","Bergantini","Corso Sebastopoli 63","(1924-non pervenuta)",,,"istoreto","http://intranet.istoreto.it/partigianato/woman-dettaglio.asp?id=8700.html","[7.657284799999999,45.0407728]",,
206,"partisan","Giuseppina","Bergatto","Sant Ambrogio Di Torino (torino)","(1921-non pervenuta)",,,"istoreto","http://intranet.istoreto.it/partigianato/woman-dettaglio.asp?id=8710.html","[7.368353399999999,45.0956639]",,
207,"partisan","Rosa","Bergonzo","Via Della Regina 21","(1909-non pervenuta)",,,"istoreto","http://intranet.istoreto.it/partigianato/woman-dettaglio.asp?id=8801.html","[7.704041800000001,45.0603304]",,
208,"partisan","Tina","Beria D Argentina","Via Pastrengo 15","(non pervenuta-non pervenuta)",,,"istoreto","http://intranet.istoreto.it/partigianato/woman-dettaglio.asp?id=8808.html","[7.6708703,45.0595681]",,
209,"partisan","Rosanna","Berna","Via Roccavione 31","(1916-non pervenuta)",,,"istoreto","http://intranet.istoreto.it/partigianato/woman-dettaglio.asp?id=8833.html","[7.6755971,45.0981224]",,
210,"partisan","Angela","Bernardi","Via Santa Maria 12","(1899-non pervenuta)",,,"istoreto","http://intranet.istoreto.it/partigianato/woman-dettaglio.asp?id=8861.html","[7.6766063,45.0725764]",,
211,"partisan","Dina","Bernagione","Corso Vittorio Emanuele I 80","(1928-non pervenuta)",,,"istoreto","http://intranet.istoreto.it/partigianato/woman-dettaglio.asp?id=8843.html","[7.6720275,45.0655383]",,
212,"partisan","Teresa","Bernardi","Via Principi D Acaja 28","(1907-non pervenuta)",,,"istoreto","http://intranet.istoreto.it/partigianato/woman-dettaglio.asp?id=8959.html","[7.6628669,45.0743067]",,
213,"partisan","Santina","Bernecole","Via Cenischia 43","(1920-non pervenuta)",,,"istoreto","http://intranet.istoreto.it/partigianato/woman-dettaglio.asp?id=9004.html","[7.643343099999999,45.0692072]",,
214,"partisan","Carla","Bernini","Via Belfiore 67","(1926-non pervenuta)",,,"istoreto","http://intranet.istoreto.it/partigianato/woman-dettaglio.asp?id=9013.html","[7.677095700000001,45.0504659]",,
215,"partisan","Margherita","Berra","Via Monterosa 23","(1927-non pervenuta)",,,"istoreto","http://intranet.istoreto.it/partigianato/woman-dettaglio.asp?id=9084.html","[7.694047599999999,45.0882348]",,
216,"partisan","Maria","Berra","Via Vandalono 65","(1912-non pervenuta)",,,"istoreto","http://intranet.istoreto.it/partigianato/woman-dettaglio.asp?id=9085.html","[7.6164418,45.0715548]",,
217,"partisan","Franca","Berrino","Via Albugnano 21","(1923-non pervenuta)",,,"istoreto","http://intranet.istoreto.it/partigianato/woman-dettaglio.asp?id=9105.html","[7.7155345,45.06645570000001]",,
218,"partisan","Margherita","Berrino","Corso Palermo 22","(1916-non pervenuta)",,,"istoreto","http://intranet.istoreto.it/partigianato/woman-dettaglio.asp?id=9111.html","[7.692688599999999,45.0793987]",,
219,"partisan","Fulvia","Berruti","Via Principid Acaja 1","(1925-non pervenuta)",,,"istoreto","http://intranet.istoreto.it/partigianato/woman-dettaglio.asp?id=9136.html","[7.6649548,45.07802179999999]",,
220,"partisan","Piera","Bersano","Corso San Donato 46","(1913-non pervenuta)",,,"istoreto","http://intranet.istoreto.it/partigianato/woman-dettaglio.asp?id=9214.html","[7.6638888,45.0806993]",,
221,"partisan","Giuseppina","Berta","Via Ciamarella 26","(1924-non pervenuta)",,,"istoreto","http://intranet.istoreto.it/partigianato/woman-dettaglio.asp?id=9284.html","[7.672165099999999,45.0924791]",,
222,"partisan","Iolanda","Bertalosso","Via San Tommaso 1","(1909-non pervenuta)",,,"istoreto","http://intranet.istoreto.it/partigianato/woman-dettaglio.asp?id=9351.html","[7.6825644,45.0720634]",,
223,"partisan","Flora","Bertana","Via Caserta 8","(1923-non pervenuta)",,,"istoreto","http://intranet.istoreto.it/partigianato/woman-dettaglio.asp?id=9375.html","[7.670713899999999,45.0823346]",,
224,"partisan","Rina","Bertarione","Via Chiesa Della Salute 94","(1916-non pervenuta)",,,"istoreto","http://intranet.istoreto.it/partigianato/woman-dettaglio.asp?id=9394.html","[7.680824299999998,45.10000960000001]",,
225,"partisan","Ernesta","Bertetti","Via Venaria 53 Bis","(non pervenuta-non pervenuta)",,,"istoreto","http://intranet.istoreto.it/partigianato/woman-dettaglio.asp?id=9476.html","[7.660201199999999,45.1089568]",,
226,"partisan","Bianca","Bertino","Via Val Della Torre 82","(1921-non pervenuta)",,,"istoreto","http://intranet.istoreto.it/partigianato/woman-dettaglio.asp?id=9597.html","[7.653726700000001,45.0953611]",,
227,"partisan","Margherita","Bertiond","Via Altessano 24","(1925-non pervenuta)",,,"istoreto","http://intranet.istoreto.it/partigianato/woman-dettaglio.asp?id=9642.html","[7.647861499999999,45.1012104]",,
228,"partisan","Amelia","Bertoglio","Via San Donato 36","(1912-non pervenuta)",,,"istoreto","http://intranet.istoreto.it/partigianato/woman-dettaglio.asp?id=9663.html","[7.6654406,45.08007860000001]",,
229,"partisan","Elisabetta","Bertola","Via L.bellardi 25","(1904-non pervenuta)",,,"istoreto","http://intranet.istoreto.it/partigianato/woman-dettaglio.asp?id=9695.html","[7.622906500000001,45.0768548]",,
230,"partisan","Anna","Bertoldo","Via Fogazzaro 24","(1914-1945)",,,"istoreto","http://intranet.istoreto.it/partigianato/woman-dettaglio.asp?id=9743.html","[7.6390167,45.080988]",,
231,"partisan","Teresa","Cantamessa","Via Bologna 89","(1926-non pervenuta)",,,"istoreto","http://intranet.istoreto.it/partigianato/woman-dettaglio.asp?id=19073.html","[7.699399299999999,45.0841989]",,
232,"partisan","Ida","Cantarini","Via Spontini 41","(1908-non pervenuta)",,,"istoreto","http://intranet.istoreto.it/partigianato/woman-dettaglio.asp?id=19092.html","[7.699421099999999,45.0932422]",,
233,"partisan","Giuliana","Cantino","Corso Grosseto 119","(1926-non pervenuta)",,,"istoreto","http://intranet.istoreto.it/partigianato/woman-dettaglio.asp?id=19123.html","[7.6801235,45.1036619]",,
234,"partisan","Margherita","Capella","Via Franco Donelli 2","(1906-non pervenuta)",,,"istoreto","http://intranet.istoreto.it/partigianato/woman-dettaglio.asp?id=19227.html","[7.681025199999999,45.0758917]",,
235,"partisan","Bruna","Capovilla","Corso Orbassano 195","(non pervenuta-non pervenuta)",,,"istoreto","http://intranet.istoreto.it/partigianato/woman-dettaglio.asp?id=19384.html","[7.641439099999999,45.0437602]",,
236,"partisan","Iride","Cappellaro","Via Carlo Alberto 61","(1921-non pervenuta)",,,"istoreto","http://intranet.istoreto.it/partigianato/woman-dettaglio.asp?id=19448.html","[7.6822565,45.0625003]",,
237,"partisan","Giovanna","Caprio","Via Domodossola 30","(1919-non pervenuta)",,,"istoreto","http://intranet.istoreto.it/partigianato/woman-dettaglio.asp?id=19632.html","[7.642942499999999,45.0784075]",,
238,"partisan","Maria","Caprioli","Piazza Statuto 16","(1929-non pervenuta)",,,"istoreto","http://intranet.istoreto.it/partigianato/woman-dettaglio.asp?id=19655.html","[7.670693099999999,45.0767173]",,
239,"partisan","Lea","Capriolo","Via Lamarmora 17","(1917-non pervenuta)",,,"istoreto","http://intranet.istoreto.it/partigianato/woman-dettaglio.asp?id=19662.html","[7.669998399999999,45.0613877]",,
240,"partisan","Piera","Carandino","Via Alassio 38","(1912-non pervenuta)",,,"istoreto","http://intranet.istoreto.it/partigianato/woman-dettaglio.asp?id=19771.html","[7.6711211,45.0389248]",,
241,"partisan","Adalgisa","Carassone","Piazza Statuto 17","(1923-non pervenuta)",,,"istoreto","http://intranet.istoreto.it/partigianato/woman-dettaglio.asp?id=19806.html","[7.668900099999999,45.0761897]",,
242,"partisan","Luigina","Carbone","Corso Vercelli 28","(1911-non pervenuta)",,,"istoreto","http://intranet.istoreto.it/partigianato/woman-dettaglio.asp?id=19866.html","[7.687251799999999,45.0866183]",,
243,"partisan","Laura","Cardea","Via Asiago 32","(1922-non pervenuta)",,,"istoreto","http://intranet.istoreto.it/partigianato/woman-dettaglio.asp?id=19909.html","[7.6146105,45.07012539999999]",,
244,"partisan","Albina","Careglio","Via Rivarolo 11","(1900-non pervenuta)",,,"istoreto","http://intranet.istoreto.it/partigianato/woman-dettaglio.asp?id=19985.html","[7.687246899999999,45.0796369]",,
245,"partisan","Anna","Careglio","Via Como 165","(1931-non pervenuta)",,,"istoreto","http://intranet.istoreto.it/partigianato/woman-dettaglio.asp?id=19987.html","[7.694441,45.0840741]",,
246,"partisan","Ernesta","Carello","Via Gubbio 98","(1922-non pervenuta)",,,"istoreto","http://intranet.istoreto.it/partigianato/woman-dettaglio.asp?id=20022.html","[7.666322099999999,45.0998247]",,
247,"partisan","Maria","Carello","Via Altessano 24","(1925-non pervenuta)",,,"istoreto","http://intranet.istoreto.it/partigianato/woman-dettaglio.asp?id=20026.html","[7.647861499999999,45.1012104]",,
248,"partisan","Carolina","Carena","Via Borgaro 44","(1915-non pervenuta)",,,"istoreto","http://intranet.istoreto.it/partigianato/woman-dettaglio.asp?id=20037.html","[7.6633462,45.0955895]",,
249,"partisan","Cesarina","Carletti","Piazza Em. Filiberto 24","(1912-non pervenuta)",,,"istoreto","http://intranet.istoreto.it/partigianato/woman-dettaglio.asp?id=20167.html","[7.6804551,45.0767143]",,
250,"partisan","Fulvia","Carli","Corso Grosseto 117","(1926-non pervenuta)",,,"istoreto","http://intranet.istoreto.it/partigianato/woman-dettaglio.asp?id=20212.html","[7.6800995,45.104126]",,
251,"partisan","Maria Paola","Carnelli","Corso Monte Grappa 62","(1913-non pervenuta)",,,"istoreto","http://intranet.istoreto.it/partigianato/woman-dettaglio.asp?id=20304.html","[7.637887000000001,45.07969809999999]",,
252,"partisan","Rosa","Carnevale","Via Sansovino 119","(1905-non pervenuta)",,,"istoreto","http://intranet.istoreto.it/partigianato/woman-dettaglio.asp?id=20312.html","[7.6528551,45.1097101]",,
253,"partisan","Anna","Carnino","Via Castagno Valerio","(1912-non pervenuta)",,,"istoreto","http://intranet.istoreto.it/partigianato/woman-dettaglio.asp?id=20321.html","[7.362521699999999,45.0958747]",,
254,"partisan","Luigina","Carnisio","Via Cibrario 39","(1899-non pervenuta)",,,"istoreto","http://intranet.istoreto.it/partigianato/woman-dettaglio.asp?id=20340.html","[7.6613691,45.0793773]",,
255,"partisan","Nicoletta","Carosso","Via Vado 14","(1923-non pervenuta)",,,"istoreto","http://intranet.istoreto.it/partigianato/woman-dettaglio.asp?id=20408.html","[7.6684028,45.0303654]",,
256,"partisan","Lucia","Carpignano","Via Vanchiglia 39","(1900-non pervenuta)",,,"istoreto","http://intranet.istoreto.it/partigianato/woman-dettaglio.asp?id=20447.html","[7.7009064,45.0698496]",,
257,"partisan","Maria","Carpignano","Via S. Giulia 21/bis","(1893-non pervenuta)",,,"istoreto","http://intranet.istoreto.it/partigianato/woman-dettaglio.asp?id=20448.html","[7.695884,45.0716261]",,
258,"partisan","Matilde","Carrera","Corso 4 Novembre 350","(1927-non pervenuta)",,,"istoreto","http://intranet.istoreto.it/partigianato/woman-dettaglio.asp?id=20561.html","[7.538257199999999,45.0557043]",,
259,"partisan","Orestina","Casa","Via Arnaz 13","(1926-non pervenuta)",,,"istoreto","http://intranet.istoreto.it/partigianato/woman-dettaglio.asp?id=20694.html","[7.6199148,45.0711617]",,
260,"partisan","Arcangela","Casetti","Via Martinetto 12","(1904-non pervenuta)",,,"istoreto","http://intranet.istoreto.it/partigianato/woman-dettaglio.asp?id=21015.html","[7.6575506,45.0845437]",,
261,"partisan","Iolanda","Casolaro","Corso Tassoni 58","(1922-non pervenuta)",,,"istoreto","http://intranet.istoreto.it/partigianato/woman-dettaglio.asp?id=21047.html","[7.6548015,45.0842001]",,
262,"partisan","Lina","Castagneri","Via S. Tommaso 5","(1925-non pervenuta)",,,"istoreto","http://intranet.istoreto.it/partigianato/woman-dettaglio.asp?id=21209.html","[7.682113799999999,45.071333]",,
263,"partisan","Pierina","Castagneris","Strada Antica Di Druento","(1912-non pervenuta)",,,"istoreto","http://intranet.istoreto.it/partigianato/woman-dettaglio.asp?id=21220.html","[7.6175578,45.0823386]",,
264,"partisan","Filide Maria","Castagno","Via Galliate 6","(1921-non pervenuta)",,,"istoreto","http://intranet.istoreto.it/partigianato/woman-dettaglio.asp?id=21251.html","[7.6324032,45.0843604]",,
265,"partisan","Germana","Castelli","Via S. Giulia","(1925-non pervenuta)",,,"istoreto","http://intranet.istoreto.it/partigianato/woman-dettaglio.asp?id=21400.html","[7.6972749,45.070592]",,
266,"partisan","Piera","Castelli","Via Cibrario 31 Bis","(1927-non pervenuta)",,,"istoreto","http://intranet.istoreto.it/partigianato/woman-dettaglio.asp?id=21426.html","[7.6631436,45.0788422]",,
267,"partisan","Piera","Castelli","Corso Rosselli 39","(1910-non pervenuta)",,,"istoreto","http://intranet.istoreto.it/partigianato/woman-dettaglio.asp?id=21427.html","[7.661623899999999,45.05168949999999]",,
268,"partisan","Giuseppina","Castigliano","Via Bra 3","(1906-non pervenuta)",,,"istoreto","http://intranet.istoreto.it/partigianato/woman-dettaglio.asp?id=21490.html","[7.688607299999999,45.0854939]",,
269,"partisan","Angela","Cattaneo Di Rovellasca","Via Febo 23","(1900-non pervenuta)",,,"istoreto","http://intranet.istoreto.it/partigianato/woman-dettaglio.asp?id=21697.html","[7.688428900000001,45.0468266]",,
270,"partisan","Rosa","Cattoli","Via Frejus 120","(1914-non pervenuta)",,,"istoreto","http://intranet.istoreto.it/partigianato/woman-dettaglio.asp?id=21716.html","[7.640063,45.0701572]",,
271,"partisan","Consolata","Caudera","Via Leini 58","(1918-non pervenuta)",,,"istoreto","http://intranet.istoreto.it/partigianato/woman-dettaglio.asp?id=21764.html","[7.6920484,45.0935735]",,
272,"partisan","Irene V. Castagneris","Caudera","Via Verolengo 143","(1906-non pervenuta)",,,"istoreto","http://intranet.istoreto.it/partigianato/woman-dettaglio.asp?id=21773.html","[7.6572862,45.0951736]",,
273,"partisan","Matilde","Cavallero","Via Umberto I°","(1924-non pervenuta)",,,"istoreto","http://intranet.istoreto.it/partigianato/woman-dettaglio.asp?id=22021.html","[7.357774600000001,45.0988671]",,
274,"partisan","Maria Teresa","Cavallo","Corso Regina Margherita 98","(1924-non pervenuta)",,,"istoreto","http://intranet.istoreto.it/partigianato/woman-dettaglio.asp?id=22166.html","[7.691028999999999,45.0745199]",,
275,"partisan","Teresa","Cavallo","Via Cibrario 65","(1900-non pervenuta)",,,"istoreto","http://intranet.istoreto.it/partigianato/woman-dettaglio.asp?id=22183.html","[7.657492400000001,45.0808444]",,
276,"partisan","Vittoria","Cavallo","Via Monginevro 6","(1903-non pervenuta)",,,"istoreto","http://intranet.istoreto.it/partigianato/woman-dettaglio.asp?id=22187.html","[7.6208415,45.0650363]",,
277,"partisan","Lea","Cavallone","Via Parella 13","(1913-non pervenuta)",,,"istoreto","http://intranet.istoreto.it/partigianato/woman-dettaglio.asp?id=22192.html","[7.6810396,45.0917175]",,
278,"partisan","Antonietta","Bertolini","Via Treviso 55","(1915-non pervenuta)",,,"istoreto","http://intranet.istoreto.it/partigianato/woman-dettaglio.asp?id=9801.html","[7.6664023,45.087061]",,
279,"partisan","Liliana","Bertolotti","Via Saluzzo 4","(1922-non pervenuta)",,,"istoreto","http://intranet.istoreto.it/partigianato/woman-dettaglio.asp?id=9939.html","[7.680187900000001,45.0613551]",,
280,"partisan","Liliana","Bertone","Via Balangero 55","(1927-non pervenuta)",,,"istoreto","http://intranet.istoreto.it/partigianato/woman-dettaglio.asp?id=10046.html","[7.6573234,45.0911571]",,
281,"partisan","Maddalena","Bertotti Francon","Via Frejus 86","(1898-non pervenuta)",,,"istoreto","http://intranet.istoreto.it/partigianato/woman-dettaglio.asp?id=10130.html","[7.644757099999999,45.0705579]",,
282,"partisan","Olimpia","Bessone","Corso Martorelli 81","(1923-non pervenuta)",,,"istoreto","http://intranet.istoreto.it/partigianato/woman-dettaglio.asp?id=10299.html","[7.693816999999999,45.09831]",,
283,"partisan","Vittorina","Bessone","Via Omegna 21","(1928-non pervenuta)",,,"istoreto","http://intranet.istoreto.it/partigianato/woman-dettaglio.asp?id=10309.html","[7.6463319,45.08228039999999]",,
284,"partisan","Natalina","Besusso","Via San Raffaele 5","(1913-non pervenuta)",,,"istoreto","http://intranet.istoreto.it/partigianato/woman-dettaglio.asp?id=10317.html","[7.736715299999999,45.0791619]",,
285,"partisan","Rina","Bevione","Via Tripoli 71","(1926-non pervenuta)",,,"istoreto","http://intranet.istoreto.it/partigianato/woman-dettaglio.asp?id=10440.html","[7.645613999999999,45.0449067]",,
286,"partisan","Luciana","Bianco","Corso Lecce 31","(1923-non pervenuta)",,,"istoreto","http://intranet.istoreto.it/partigianato/woman-dettaglio.asp?id=10804.html","[7.646253600000001,45.0800875]",,
287,"partisan","Pierina","Bianco","Via Oristano 17","(1913-non pervenuta)",,,"istoreto","http://intranet.istoreto.it/partigianato/woman-dettaglio.asp?id=10846.html","[7.6774527,45.0184108]",,
288,"partisan","Secondina","Bianco","Corso Emilia 10","(1916-non pervenuta)",,,"istoreto","http://intranet.istoreto.it/partigianato/woman-dettaglio.asp?id=10876.html","[7.685479900000001,45.0838618]",,
289,"partisan","Valentina","Bianco","Via Pianfei 2","(1915-non pervenuta)",,,"istoreto","http://intranet.istoreto.it/partigianato/woman-dettaglio.asp?id=10890.html","[7.6665975,45.0849657]",,
290,"partisan","Carla","Bicocca","Via Casale 85","(1925-non pervenuta)",,,"istoreto","http://intranet.istoreto.it/partigianato/woman-dettaglio.asp?id=11006.html","[7.711071500000001,45.0677578]",,
291,"partisan","Lia","Bifani","Via Laboto 29","(1923-non pervenuta)",,,"istoreto","http://intranet.istoreto.it/partigianato/woman-dettaglio.asp?id=11037.html","[7.6602766,45.05566630000001]",,
292,"partisan","Tina","Billi","Via Bonzanigo 15","(1921-non pervenuta)",,,"istoreto","http://intranet.istoreto.it/partigianato/woman-dettaglio.asp?id=11218.html","[7.6696214,45.080616]",,
293,"partisan","Sara","Bizziato","Corso Casale 104","(1909-non pervenuta)",,,"istoreto","http://intranet.istoreto.it/partigianato/woman-dettaglio.asp?id=11532.html","[7.7131632,45.0679942]",,
294,"partisan","Delfina","Blanc","Via Arquata 16/30","(1918-non pervenuta)",,,"istoreto","http://intranet.istoreto.it/partigianato/woman-dettaglio.asp?id=11551.html","[7.666819399999999,45.0481466]",,
295,"partisan","Margherita","Blencio","Via Pellice 19","(1908-non pervenuta)",,,"istoreto","http://intranet.istoreto.it/partigianato/woman-dettaglio.asp?id=11660.html","[7.645259,45.0693875]",,
296,"partisan","Corinna","Bo","Corso Regina Margherita 125","(1904-non pervenuta)",,,"istoreto","http://intranet.istoreto.it/partigianato/woman-dettaglio.asp?id=11710.html","[7.681006099999999,45.0771741]",,
297,"partisan","Fiorina","Bo","Via Chiesa Della Salute 65","(1929-non pervenuta)",,,"istoreto","http://intranet.istoreto.it/partigianato/woman-dettaglio.asp?id=11715.html","[7.680394199999999,45.0991644]",,
298,"partisan","Giuseppina","Bo","Strada Mongreno 62","(1922-non pervenuta)",,,"istoreto","http://intranet.istoreto.it/partigianato/woman-dettaglio.asp?id=11722.html","[7.669141199999999,45.0429876]",,
299,"partisan","Teresa Felicina","Bo","Via Botero 12","(1920-non pervenuta)",,,"istoreto","http://intranet.istoreto.it/partigianato/woman-dettaglio.asp?id=11738.html","[7.678722999999999,45.07140769999999]",,
300,"partisan","Carla","Boattini","Corso Vittorio Emanuele 72","(1919-non pervenuta)",,,"istoreto","http://intranet.istoreto.it/partigianato/woman-dettaglio.asp?id=11800.html","[7.6746724,45.0645748]",,
301,"partisan","Clelia","Bocca","Via Cumiana 44","(1921-non pervenuta)",,,"istoreto","http://intranet.istoreto.it/partigianato/woman-dettaglio.asp?id=11848.html","[7.6427243,45.0638425]",,
302,"partisan","Luigia","Boccaccio","Via Borgaro 29","(1903-non pervenuta)",,,"istoreto","http://intranet.istoreto.it/partigianato/woman-dettaglio.asp?id=11900.html","[7.6626922,45.095745]",,
303,"partisan","Costantina","Bocchio","Via Delle Orfane 28","(1915-non pervenuta)",,,"istoreto","http://intranet.istoreto.it/partigianato/woman-dettaglio.asp?id=12005.html","[7.6799658,45.07613]",,
304,"partisan","Siliana","Bodo","Via Borgaro 29","(1926-non pervenuta)",,,"istoreto","http://intranet.istoreto.it/partigianato/woman-dettaglio.asp?id=12103.html","[7.6626922,45.095745]",,
305,"partisan","Gemma","Bodoira","Via Gamaleo 8","(1928-non pervenuta)",,,"istoreto","http://intranet.istoreto.it/partigianato/woman-dettaglio.asp?id=12107.html","[7.6476015,45.0493873]",,
306,"partisan","Adriana","Boerio","Via Monte Di Pieta  24","(1911-non pervenuta)",,,"istoreto","http://intranet.istoreto.it/partigianato/woman-dettaglio.asp?id=12148.html","[7.6806024,45.0712748]",,
307,"partisan","Maria","Boero Rol","Via Mongrando 28","(1908-non pervenuta)",,,"istoreto","http://intranet.istoreto.it/partigianato/woman-dettaglio.asp?id=12213.html","[7.708863000000001,45.0726354]",,
308,"partisan","Angiolina","Boffa","Via Claviere 3","(1904-non pervenuta)",,,"istoreto","http://intranet.istoreto.it/partigianato/woman-dettaglio.asp?id=12241.html","[7.621271399999999,45.0724004]",,
309,"partisan","Domenica","Bogetti","Via Vibo  25","(1920-non pervenuta)",,,"istoreto","http://intranet.istoreto.it/partigianato/woman-dettaglio.asp?id=12276.html","[7.6779189,45.0944882]",,
310,"partisan","Franca","Boggio","Corso Inghilterra 33","(1926-non pervenuta)",,,"istoreto","http://intranet.istoreto.it/partigianato/woman-dettaglio.asp?id=12350.html","[7.6661131,45.0736138]",,
311,"partisan","Ines","Boggio","Via Chiesa Della Salute 63","(1919-non pervenuta)",,,"istoreto","http://intranet.istoreto.it/partigianato/woman-dettaglio.asp?id=12365.html","[7.6802386,45.0985875]",,
312,"partisan","Liliana","Bognoli","Piazza Emanuele Filiberto 18","(1925-non pervenuta)",,,"istoreto","http://intranet.istoreto.it/partigianato/woman-dettaglio.asp?id=12437.html","[7.6804551,45.0767143]",,
313,"partisan","Costanza","Boido Blanchi Di Roascio","Corso Vittorio Emanuele 108","(1921-non pervenuta)",,,"istoreto","http://intranet.istoreto.it/partigianato/woman-dettaglio.asp?id=12485.html","[7.6648744,45.0680501]",,
314,"partisan","Paola","Bologna","Via Battisti 5","(1898-non pervenuta)",,,"istoreto","http://intranet.istoreto.it/partigianato/woman-dettaglio.asp?id=12659.html","[7.685081999999999,45.06968080000001]",,
315,"partisan","Adolfa","Bolognesi","Corso Principe Oddone 78","(1911-non pervenuta)",,,"istoreto","http://intranet.istoreto.it/partigianato/woman-dettaglio.asp?id=12671.html","[7.6758017,45.0869036]",,
316,"partisan","Olga","Bona","Via Fabrizi 59","(1904-non pervenuta)",,,"istoreto","http://intranet.istoreto.it/partigianato/woman-dettaglio.asp?id=12747.html","[7.646451399999999,45.0809733]",,
317,"partisan","Maria","Bonade ","Via Mombasilio 16","(1900-non pervenuta)",,,"istoreto","http://intranet.istoreto.it/partigianato/woman-dettaglio.asp?id=12767.html","[7.646289599999999,45.04812870000001]",,
318,"partisan","Margherita","Bonadero","Via Tesso 21","(1922-non pervenuta)",,,"istoreto","http://intranet.istoreto.it/partigianato/woman-dettaglio.asp?id=12775.html","[7.672252299999998,45.09167799999999]",,
319,"partisan","Clara","Bonadio","Via Juvarra 1","(1928-non pervenuta)",,,"istoreto","http://intranet.istoreto.it/partigianato/woman-dettaglio.asp?id=12780.html","[7.6743937,45.0731023]",,
320,"partisan","Lina","Bonatto","Via Accademia Albertina 36","(1910-non pervenuta)",,,"istoreto","http://intranet.istoreto.it/partigianato/woman-dettaglio.asp?id=12903.html","[7.685561799999999,45.06162459999999]",,
321,"partisan","Clara","Bonella","Via Sospello 161","(1901-non pervenuta)",,,"istoreto","http://intranet.istoreto.it/partigianato/woman-dettaglio.asp?id=12992.html","[7.6800087,45.1027948]",,
322,"partisan","Giuseppina","Bongiovanni","Corso Italia 385","(1907-non pervenuta)",,,"istoreto","http://intranet.istoreto.it/partigianato/woman-dettaglio.asp?id=13192.html","[7.7091375,45.1162238]",,
